gene	bimodality_coeff	ashman_d	mean_expr	std_expr	frac_nonzero	circuit_class
CC2D1A	0.8226738401754657	4.815575646304208	0.16656154004269996	0.3234544866730872	0.22766813207370687	
DCAF15	0.7929413409136497	4.815389532351366	0.2103886278740812	0.35221041708106315	0.2856608362173791	
RFX1	0.8808968826075423	5.2130738018369565	0.10427057113829215	0.2603087993483989	0.14844261528388364	
IL27RA	0.7722794336217662	4.382998611806502	0.19023895667972046	0.3513539630611393	0.25030399401365633	
SAMD1	0.55689589634364	3.480549427513118	0.5510398910972885	0.5100487734739031	0.6006921709849407	
PRKACA	0.8126133470603363	4.895332191179306	0.16225487257241916	0.31923425900638025	0.22243008137685905	
ASF1B	0.7098244155706	4.393155265887179	0.2879529443635219	0.4080797262891289	0.36685062201852026	
ADGRL1	0.8449479729846154	4.973086298901496	0.15160283424037022	0.3073771026878353	0.21148629688523057	
ADGRE5	0.865916671059761	4.944772707128132	0.06638510888440212	0.2120884414039088	0.09652979141333833	
DDX39A	0.4793591366268976	2.788181516872331	0.875312518068321	0.5579506696016139	0.7883266298755963	
PKN1	0.6004699101435909	4.10833579164737	0.4606004055331569	0.47537304900976873	0.5356842203722757	
GIPC1	0.7501124624882377	4.594405091484783	0.26644813434274744	0.3919673929635872	0.34599195585071557	
DNAJB1	0.5866410713564082	4.142764301890535	0.4249775614365675	0.4776680061566729	0.4933121316995604	
TECR	0.46819811726324245	2.7313288544774026	0.8838176354893521	0.5412474586655032	0.8075016368908428	
NDUFB7	0.43945962710740066	2.372706283123689	1.3313650119433096	0.5184431511556259	0.939575343747077	I
ILVBL	0.8505126529309773	5.036303148838038	0.14355950828771186	0.29881097010105895	0.2023197081657469	
BRD4	0.4439741456477646	2.613549282380617	1.0060103994544547	0.5506852373646124	0.8511832382377701	V
AKAP8	0.703297919312692	4.491271511195599	0.3185716828128763	0.42074148970982267	0.40052380506968477	
AKAP8L	0.5747525063886755	3.7799977532616773	0.4847861686692247	0.4864480741732882	0.5565428865400804	
WIZ	0.7938128900080149	4.904714973985775	0.1972719201963993	0.34239135152935585	0.26994668412683565	
UCA1	0.537192903758261	3.269797066322925	0.5951855751408542	0.5245840363884662	0.6303432793938827	
TPM4	0.49770195999172656	3.0985926652990496	0.6296684657309842	0.551555111188239	0.6448414554298008	
RAB8A	0.5248350858454922	3.198349985176157	0.6080173005897185	0.511252960953123	0.6507342624637545	
FAM32A	0.5895524962079769	4.001048015198657	0.45810555477536785	0.4763511625288117	0.5348423907959966	I
AP1M1	0.8136608775625198	4.908165298332688	0.1839858853795528	0.3331545091697112	0.2531100926012534	
EPS15L1	0.8210485023195517	4.78036288094451	0.1681141136563198	0.32427008723813566	0.23038069404171732	
CHERP	0.6673666226662314	4.332659717411476	0.34195660922269716	0.43378433236720587	0.42409503320549996	I
SLC35E1	0.748519130628963	4.558033219774193	0.26059878196185055	0.3871882712610674	0.34178280796932	
MED26	0.8756214428924773	5.225573273093174	0.10452162669951198	0.2608859576355417	0.14844261528388364	
SMIM7	0.49059574669180894	2.9109200875005685	0.7126116710594412	0.5271372230577432	0.7185483116640164	
SIN3B	0.822373774781824	4.7918068945591274	0.17407951015880072	0.33176695019019	0.23468337854269947	
HAUS8	0.8099724168909476	4.9374007577127506	0.18268574503210594	0.3294131861156349	0.2545131418950519	
MYO9B	0.8217284334544823	4.784585398257655	0.16127731007158305	0.3196363003732066	0.22065288560471424	
USE1	0.7609003377400511	4.64446514050914	0.2569263900993355	0.3857409547349045	0.33579646431577964	
OCEL1	0.823251583286051	4.833179927361101	0.1524900645110225	0.3110448558944105	0.21036385745019176	
NR2F6	0.5151145677043127	3.068586010030406	0.6381064743776039	0.5156087168519965	0.6717800018707324	
BABAM1	0.5130095524207609	3.018898581267846	0.6640796691835612	0.5185029458084033	0.6895519595921803	
MRPL34	0.48071952499328674	2.65159307869812	0.986554339498003	0.5525744619624332	0.8395846974090356	
DDA1	0.5828114056894735	3.855927931395924	0.48580086189565375	0.48200331515843764	0.5587877654101581	
GTPBP3	0.7126469130991884	4.53765271684956	0.3103709443827046	0.41587258175762315	0.3924796557852399	
BST2	0.8099537901774856	4.001037325109628	0.16656688763315866	0.3551963253698986	0.20278739126367973	
MVB12A	0.6985407354142018	4.485415276930942	0.3227995684295407	0.42051481247723144	0.407632588158264	
PGLS	0.5078454741595299	3.00852293743159	0.6887805069497279	0.5327839503118297	0.6970348891591058	
COLGALT1	0.7833904206493737	4.624769842157088	0.19528964625347145	0.34620282321802187	0.2639603404732953	
MAP1S	0.8043751329976436	4.8770349495946475	0.19436411160087935	0.3423589036979552	0.264240950332055	
RPL18A	0.24726386493693459	2.214259444572442	3.937292498435043	0.21649961420403668	1.0	
CCDC124	0.4876038755386749	2.8039487611422755	0.8481225651079135	0.541789801774349	0.7867365073426247	
